	TW688	TW689	TW690	TW691	TW692	TW693	TW694	TW695	TW696	TW697	TW698	TW699	TW700	TW701	TW703	TW704	TW705	TW706	TW707	TW708	TW709	TW710	TW711	TW712	TW713	TW714	TW715	TW716	TW717	TW719	TW720	TW721	TW722	TW723	TW724	TW725	TW726	TW727	TW728	TW729	TW730	TW731	TW732	TW733	TW735	TW736	TW737	TW738	TW739	TW740	TW741	TW742	TW743	TW744	TW745
P54819	-0.565643862	-0.469829628	0.671159209	1.361160753	-0.063537097	1.394430343	0.423017371	0.376613468	0.845764349	1.51491831	-0.500340167	1.12577288	0.593627853	0.441832855	0.616078574	-0.859417901	1.311422628	0.824415513	2.139754343	0.962471144	0.891465465	2.041016876	0.29379984	-0.65845748	0.370434694	-1.108278005	1.057071224	1.367350579	1.235062604	0.042839762	1.419407086	0.76848917	0.615458092	0.827219878	0.550627026	0.805294033	-0.221647522	-0.561376695	0.889776352	0.977806917	0.534819843	0.181821911	-0.049652813	2.097244414	-0.446477587	1.196696657	1.931003687	-0.841667392	0.39193103	-1.3373191	1.562581894	0.56826663	-0.256470302	-0.564525633	1.654964659
P54920	3.973270025	3.429478275	3.087530603	3.301415455	3.239343476	2.345974404	2.997005335	3.873503175	2.140936972	2.488615114	4.106552773	2.593183802	3.606939093	3.655024232	2.293051244	3.974542735	2.520456689	3.076292515	2.443941543	1.967071614	3.453407912	2.749103845	3.468722662	4.199705446	3.104493302	3.817400631	2.720739971	2.655027386	1.658841264	4.045513464	2.644124436	3.876377123	3.190558585	3.769329195	3.031975868	2.641963102	3.555254074	3.936213932	3.031659838	1.921282913	2.816504966	2.800295686	3.325226585	2.497838812	4.004334294	1.88903581	2.484501998	3.284634826	3.423229838	4.067245305	2.577197512	2.852258348	3.931931618	4.127806303	2.863864524
P55008	0.906448332	-0.061137829	-1.026181735	1.517458585	-2.267533617	0.622385394	1.296471583	0.104131759	2.986679073	1.86357103	-1.277866007	0.945020803	-0.913126	0.460653991	0.608529068	-3.299818139	0.248600508	2.423886664	1.012176896	-1.537609626	-0.044803839	2.404786955	0.548515155	-0.080251979	0.203152811	-0.474016068	1.244875529	-0.922136483	3.198688528	1.485845295	2.288900254	-0.963335991	-0.251121486	-2.167619423	0.190173403	3.764183122	-3.494145051	1.104204472	1.206262522	0.244439671	1.786986802	-0.662890623	1.942470439	3.855475532	2.460218526	1.434178975	2.931087835	0.770762401	0.555314793	-0.284920049	2.395740022	3.551952222	1.210132269	-0.574414757	0.44413858
P55010	2.298826741	3.167290257	3.386864813	1.747275504	1.677685864	2.303693141	2.504902035	2.763966099	2.68769078	3.099619633	2.870740282	2.794934265	1.476911371	2.855270338	1.704416303	2.366791915	2.149206615	2.524286982	2.831229838	2.882419735	2.767668169	2.778740642	2.41863039	2.462375651	3.0503431	2.325861992	1.963690898	2.26555506	2.420893903	2.119793746	2.089434034	2.653080291	2.567053188	2.265999118	2.315213367	2.543229781	3.282577879	2.295985067	2.728492512	1.945728707	2.219502076	2.961733147	2.98753594	3.006553872	1.419913267	2.288588068	2.714493639	1.993571947	2.947443041	2.268577193	2.735808956	2.270650282	1.830382965	2.268304123	2.308638729
P55011	1.56524703	0.91630248	1.621806988	-1.732817784	1.865642373	0.145545308	1.648214434	0.938000754	0.28314494	-0.420322121	2.533352918	1.996536263	-0.022264721	1.542724153	-0.277584162	1.293729278	1.449964113	2.735205385	1.274214791	1.057347867	1.467724592	0.449465781	1.903717328	2.582604002	2.060145673	2.035183682	0.31113907	0.359475668	-0.365553845	2.2856727	0.514858803	1.728040904	2.039809342	1.656386812	1.665293524	0.772756279	0.348522913	2.894927508	2.335407527	-1.125014925	-0.323891315	1.407862832	2.32790934	0.728382144	2.554603292	0.496223853	-0.039048154	0.297355935	2.49833833	2.687412533	1.287764787	0.164953073	1.83346042	2.303040401	-0.164723562
P55036	3.064302026	2.532447687	2.439516163	1.447120335	0.495582676	1.993395687	2.449217595	0.887662553	3.751653468	1.713323799	2.087031256	2.548541721	-0.546168728	2.041122075	2.897471382	1.611650911	2.562111946	1.731638164	2.396401909	1.376704097	1.251486215	1.965471093	2.331801243	2.385558507	2.371681483	2.710280177	1.722750973	1.761710367	3.488175894	2.613017864	3.721946152	0.060036192	1.119745487	1.036232548	1.844991102	2.774244055	0.430469923	2.127554215	2.444629321	3.051068941	2.800362169	2.753223437	2.386801839	2.618639567	2.587936199	3.132670628	2.008303646	1.980335946	2.561206859	2.089323421	1.704186841	3.351079896	2.791584865	2.378394693	2.092180811
P55039	-1.16525455	-1.143067682	-0.439216145	-1.900600216	0.342105802	0.133334503	-0.730281373	0.442844305	-1.410435851	0.023740182	-0.379169806	-0.342974111	-0.287094627	-1.204290878	-0.642464368	-0.153652079	-0.076865826	-0.594577142	0.081170185	0.811061703	-0.073687791	0.599770849	-0.863021191	-0.696195591	0.324225339	-0.619104586	-0.517666629	0.5904141	-1.777367149	-0.418531705	-1.211611594	0.537622099	0.047504612	0.257301383	-0.361097545	0.010304685	1.20462306	-1.535065988	0.197598405	-1.4818134	-1.941042186	-0.868652855	-1.705561258	-0.33177107	-1.602042561	-1.094364992	0.089652207	-0.709032762	-0.339323701	-2.097246778	0.108426074	-0.342980534	-1.310988794	-0.830860574	0.482314317
P55058	2.21982767	3.872249629	1.314926449	6.86620767	4.493900806	1.017629383	1.086972699	1.948676917	5.08770945	5.114985969	1.10685203	4.354267859	5.30266917	4.493267093	2.271623355	1.706499677	1.839366812	4.281449486	0.822013313	1.719259391	2.050129379	4.442530096	2.659397732	1.7177131	2.123967682	1.531444114	5.199961815	2.98676036	4.452490644	-0.420780003	2.605281285	5.235408316	1.61296077	2.58031755	2.316570255	1.63581123	2.945597733	-0.661562519	2.030683292	2.50749134	3.828336978	2.806047604	4.607718702	4.510425119	-0.978128622	3.089966417	4.541361592	5.719810463	3.67476949	-0.482827462	2.498837876	2.23683748	0.24213737	-0.487603484	2.96625806
P55060	0.614024495	2.400587366	0.87409613	1.042665776	2.425264826	1.555309872	2.737994464	2.571409103	0.549749285	1.735593784	0.918847939	1.6336028	2.344897728	1.400458525	1.01983153	1.392250041	1.577831661	1.019385556	1.723281472	2.201724556	1.834028853	2.073242727	1.186352868	1.29378824	2.48093259	0.638912889	2.677292687	1.901219133	-0.332203982	1.08910894	-0.270152109	2.283375225	1.423323129	1.381190535	0.928495282	2.073358307	3.062798994	0.531069554	1.574470505	1.553528675	0.329968792	1.436455299	0.753799503	0.964709779	0.225631115	0.722469154	1.465981747	1.511316383	1.474479339	0.424630073	1.995616098	0.363680538	-0.435741913	1.14132159	3.143393249
P55072	4.414950129	3.659710974	3.910942979	3.373694711	3.635657278	4.134196372	4.323881747	4.349400143	3.112057506	4.074328755	4.034472991	5.022232994	4.646339603	3.862918634	4.39862174	4.612575572	3.600061693	4.308835294	3.933867413	3.863145543	4.472074651	4.207503451	4.32168493	4.752252946	4.948373128	4.359458342	3.260157671	4.635626999	3.737203287	4.521882438	5.116916973	4.275630371	4.270664894	3.718266562	3.772964378	4.698337133	3.89954511	4.561224442	4.713867794	4.316744274	4.282218887	3.646797864	4.2614384	4.497099617	3.919668756	4.066507593	4.372832864	3.64133252	4.374892581	4.353848186	3.804979599	4.354931117	4.517770224	4.535528526	5.236319998
P55081	0.293664073	0.239799225	0.029377641	-1.992278057	NA	-0.859684084	0.871999764	-2.190489534	1.605269343	-1.200807673	-2.007393158	-0.473952834	NA	0.047023166	2.367058058	-3.060956172	-0.214974398	0.193687896	0.453101773	-2.819583998	-2.460900766	-1.245922707	-0.554950937	-0.767425752	-0.144101117	-0.458983213	-0.364277265	-1.390301148	1.980353113	-0.223710794	1.860030454	NA	-2.54733959	-2.077607098	-0.205350604	1.145995213	-2.529711835	0.093077219	-0.545533542	1.98054916	1.294991183	1.295951741	0.946385899	-0.112482589	0.281877898	0.871899231	-1.899215786	NA	-1.657008504	-0.087769967	-1.052809045	1.827127071	-0.973328273	-0.289932488	-2.067504874
P55084	1.569360467	-1.170170017	-0.297034213	0.348451003	1.466031237	-0.14449294	0.694210471	2.44152661	-0.527630072	-0.087909604	-1.067454682	-0.291016741	1.691346847	0.244482406	0.079650002	-1.410524701	0.143089946	0.829547643	0.346483895	-1.001421901	0.970239569	-0.681027592	-0.084300942	1.233819234	1.313351344	-1.783528405	0.762283644	0.487073317	-0.967198169	1.594364809	0.324437449	1.228260612	-1.519970783	0.927385873	0.416236251	-0.19062489	1.388414235	0.290666891	2.213022945	0.714753999	-1.185736979	NA	-0.910885611	-0.344824942	1.210263829	-0.260410707	0.343306181	0.854367565	-1.44780838	1.081869048	-0.79398883	-0.207811302	0.16410309	2.463945727	0.200607221
P55087	5.8374425	3.388926024	6.512191887	2.079567503	1.834743502	3.387645528	2.736390487	1.292980903	5.821117244	1.179064478	5.533673228	5.685025665	1.512983555	4.300461236	4.29685761	5.261476897	5.784380012	6.373904569	4.998746784	5.635260778	5.517498822	4.739509402	5.015720852	5.230544356	4.188842348	5.61288418	4.328303215	2.927205365	4.165071137	5.864859773	4.824220621	3.280317937	6.949894136	6.727423558	7.070462903	4.876088687	1.481288049	5.423742663	6.996698456	3.158863676	4.467870748	5.283954742	6.753298419	3.337060132	5.219401188	4.314895262	5.727474268	4.143730244	5.36982282	5.249577082	5.223867675	6.077148471	5.121010184	4.759751577	1.612460897
P55145	1.748636545	3.666756078	1.339586882	2.901315596	1.263132294	2.359579856	2.513851696	0.739705116	4.181948862	4.117285818	0.086405026	2.257897038	0.783178794	2.829044447	4.176082392	0.342926952	2.540949065	2.354898994	2.650794722	0.839034441	0.08342792	1.688718987	1.619869011	1.83433363	1.910893679	0.611251078	2.434477748	1.171083767	3.494183398	1.541943028	3.607166839	1.665808801	1.557523706	0.000255432	2.229027126	2.97286579	0.332735482	1.807839092	2.282457759	5.853981294	3.540036705	2.804520318	2.611787828	4.078032139	1.867722689	3.443805579	2.848388359	1.393640938	1.359700042	2.196704227	2.484165694	3.627033367	1.187571798	1.591454148	2.853861767
P55157	-3.436548123	-2.518381292	1.685422881	1.554251074	1.28271358	-0.057047343	-1.795180809	0.721575203	-0.216409873	1.449666204	NA	-1.552652912	-1.288250713	-0.754942941	-0.135733898	-1.47458019	-0.486091897	-0.042109958	0.131724516	1.106081514	-3.246180018	2.362621322	-2.746984826	-3.263591072	-2.351606899	-2.855325942	-0.787564404	NA	1.122033099	-2.074778142	-0.771725957	NA	0.21053642	-3.306497669	-3.48597877	-2.027861272	NA	NA	0.197135004	2.30413004	-3.918346795	-0.946189881	-2.063364615	0.785244	-4.222659241	-0.827253973	0.41375691	-1.428143707	-0.79590441	NA	-0.459296859	-0.664588607	-3.470361065	NA	NA
P55160	NA	-1.264026392	-1.880405953	1.016121105	0.201221925	-1.404243914	-1.678401094	-0.102923275	-3.010606063	1.448600183	-3.597785625	-1.071681159	1.959159449	-0.334337551	NA	-2.094243537	-2.000452296	-0.527527225	-0.518846995	-1.431294444	-1.372089525	-0.382257218	-2.224718822	-2.304943319	-1.980619834	NA	-0.389214434	-2.240982001	-4.066672804	-2.628907612	-4.089022482	0.399572212	-1.268239471	-0.715134192	-2.75912929	-0.776900766	-1.853680874	-4.037683491	-0.322365542	-2.65003958	NA	-1.79871922	NA	-0.718116576	NA	-2.839903876	1.277587505	0.896017327	-1.821623581	NA	-0.559002945	-4.02571737	NA	NA	-1.006686699
P55196	1.265095859	0.531775767	0.016119679	-3.393131544	-3.118954064	-0.349295933	1.242043206	0.596512233	0.164493699	-1.014173489	-0.068012277	0.574394453	NA	-1.894913109	1.2195998	1.00345767	-0.255015451	1.603865695	0.825219979	0.073916929	0.052447646	0.026715252	-0.309701463	1.427174654	1.661273526	0.497963422	-1.664831455	0.583293562	1.194848444	1.306944013	1.290618946	-1.808437814	0.446000209	0.205737407	1.124093729	2.290466789	-0.075839484	2.548748979	1.159502626	0.984888384	1.390096053	0.616994056	1.523408111	-0.154341224	2.391538875	0.086147103	-0.17612121	-0.823876106	-0.51905299	2.749202142	0.108605649	1.684862159	0.803325414	1.40017345	-0.370683088
P55209	3.363404881	4.505681103	3.517490045	2.376580884	2.72080757	3.560228118	3.34307267	2.684942912	3.421101354	2.858682917	2.932305708	2.707550984	2.471019134	2.989796014	2.885930913	2.144283534	3.403233045	2.919295438	2.699411201	2.531587678	2.91965906	3.160541481	2.45731149	3.009386595	2.801062234	3.020148518	3.544062065	3.332193913	2.96385325	2.156733104	2.256762672	2.266702412	2.415272757	2.653414406	2.401531668	2.686745532	3.07006694	2.936100746	3.071628272	3.436416886	2.906920537	3.390630038	3.338189111	2.989713667	2.590396909	3.700646238	3.048435222	2.677098819	3.63132037	2.788120913	2.964266315	2.263952527	2.936410892	3.159979082	3.696402248
P55263	-1.818331485	-1.982991257	-1.291156791	-1.017152605	-0.119178092	0.534125025	-1.029285081	0.541307564	-1.943521499	-0.942594608	-1.90009525	-0.476949779	-0.490374587	-0.449606593	-0.020692003	-1.376388809	-0.730930782	-1.035565424	-0.650611372	-0.524869603	-1.194228612	-0.392222265	-1.649899665	-1.826071638	-0.815844685	-1.549675924	-1.129669165	-0.077500987	-1.272406958	-2.244425395	-0.545093208	0.455223824	-1.148103193	-0.130647005	-0.396168675	-0.487529372	1.165709611	-2.116610791	-0.994686067	-1.681265971	-2.846176962	-1.347273327	-2.114215212	-1.219529794	-2.394019253	-1.42988429	-1.062021125	-1.675978747	-1.124788022	-2.291607466	-0.504089367	-0.727435641	-1.391984946	-1.513131195	-0.634620857
P55265	-1.779117343	-0.062251074	-0.937888741	-1.586681886	0.381041464	0.359857893	0.836362241	1.201641739	-2.234781646	0.008518235	-1.595953192	-2.072192932	0.084435543	-0.06545634	-1.690049288	-0.791932887	-1.063387184	-2.07353281	-0.368558045	0.382024178	0.251115312	-0.526477855	-1.269340052	-1.621849293	-1.144006279	-3.991694401	-0.961442934	0.403655611	-1.508610766	-1.066200172	-2.144323376	-0.452001962	-1.2594266	-0.360241913	-1.071053469	-1.276685305	1.577292474	-0.386869494	-1.48732845	-0.56048233	-1.875056561	-1.51660107	-3.498039604	-1.305849363	-1.2072647	-1.974375956	-0.456633166	-1.574007397	-2.716654463	-1.391564405	-1.257210491	-0.239307475	NA	-1.985606063	0.398674407
P55268	1.227982179	1.343963714	4.501202731	0.231689113	1.997885251	5.074165737	2.751737934	3.599651252	1.605179889	1.29667798	3.209622716	3.053650221	0.856317412	2.464803762	2.015443116	1.539569108	3.943212725	2.778259252	5.166411975	3.671754318	1.794138474	4.059388915	1.710082108	1.839769126	2.475118468	1.481145531	2.857118488	2.641198437	2.548236591	0.550354243	0.985395333	2.192448976	5.043550224	1.729422618	3.401248503	2.708858248	2.091966059	2.928208286	1.411709571	3.396664701	1.301409592	3.157131557	3.301983253	1.201824375	1.931529327	2.90701279	0.814493195	1.607698698	2.669038887	3.207074069	3.951845004	2.132580466	1.81857812	1.269719419	1.63738799
P55285	-0.803394994	-1.350330675	0.39602806	-2.787616948	-4.314251594	-0.808996056	-1.351056057	-4.764651738	1.373542294	-3.062520066	-1.157242916	-0.70489221	-4.005641332	-1.419059455	-2.946527605	-1.610762945	1.018860565	-0.376560173	-0.26610405	-2.365515704	-1.665651495	0.680322425	-0.836556555	-0.523437496	-0.908733437	0.2642222	-0.545244823	-1.608750148	0.083389059	-0.723911282	0.373505368	0.004763804	-0.909323583	0.338750585	-0.274891675	0.385009733	-1.03958352	0.448847046	-0.221637732	-0.211436058	0.324330372	-0.071726546	0.536858838	-1.112257378	0.278551225	0.697413995	0.49806408	0.458687936	-0.776472978	-0.176839331	-0.706885657	0.937960616	0.244765288	0.040154915	-0.771387356
P55287	-0.387563688	0.595591925	1.46629889	0.05862195	-1.936214761	1.194832196	-2.417803522	-3.011867538	2.466639299	0.202694492	-0.404476965	1.257987838	-1.074060936	0.775765414	0.003595511	-0.069349717	1.039587574	1.29403259	0.974459057	-0.032629455	-0.399495158	1.807755592	0.557288892	0.066875477	-0.177906674	0.363365237	-0.019023123	-0.6359329	1.409383423	0.597623529	0.797428502	-0.652701862	-0.122488366	-0.180607416	1.814596818	0.685182837	-1.020730311	0.502047591	0.110648239	1.090225217	0.658494606	0.594218417	1.730998442	1.5165228	0.93417241	2.208357479	1.727908829	0.69647962	0.751168743	0.281756591	-0.017334412	1.076649384	0.665255973	0.155263694	0.41353049
P55290	4.399945947	2.920994903	3.513278085	0.416146099	-0.795644948	2.772002286	0.610679009	-2.613612128	2.554379509	-2.030546027	4.017419898	2.489898228	0.947816507	1.463678853	0.518230946	4.643146876	2.420696974	1.849590779	-0.697894118	0.505210584	2.868167416	1.40152871	3.428030196	4.952763684	2.33103835	4.6995964	0.578382953	1.014456286	2.586822791	5.245840813	4.278132416	-0.7581747	1.755155915	2.144446423	3.422297144	2.667864203	-1.460065111	5.507632603	1.586042049	2.81076451	2.224603272	1.678178138	2.086489853	1.200409773	5.897419091	3.272717564	-1.638158053	3.368209827	3.119097888	5.227501678	-0.949862107	4.111936496	6.153867494	6.408419914	0.567897078
P55327	3.128805694	2.351178222	1.42027627	0.582710163	-1.97888471	-1.381645014	0.342168302	-1.905718148	2.848359482	1.097706693	3.10998572	0.171512082	-0.108819187	1.618477807	0.824238887	3.930131348	-0.001213524	0.840699866	0.786096501	-0.381998083	2.174109539	0.962118574	3.378370991	2.112813265	0.407387264	3.095682121	0.865120983	-0.069760858	1.990252865	3.691377115	2.00028977	-1.035516446	1.068037646	1.422985059	2.078568837	0.851273134	-2.894302074	3.171377177	0.311763283	-0.501653828	2.316063837	1.594267019	0.51400999	0.834731829	4.81598961	2.524338496	1.069827214	2.696260266	0.321377577	3.724302067	0.307546956	0.457445041	4.942126414	4.089144804	0.615837645
P55735	-1.831865103	-0.69420807	-0.405881221	0.142098194	-0.294271363	0.480561852	0.502022228	-0.964929328	-2.638404127	0.536666074	-1.08597878	0.296130198	-0.157308477	-1.145752307	-1.149255681	-1.148631452	0.63346745	-0.626427856	0	0.340132054	0.021862188	0.348911241	-1.061564514	-0.48421065	0.046057648	-0.99969304	0.03167288	0.432191323	-0.43331162	-1.047559312	-0.517112558	0.420902359	-0.326199821	-1.142931348	-1.471140251	-0.172572673	0.655016826	-1.721902084	-0.213130953	0.723774252	-1.410782044	-0.823576371	-0.986032834	-0.017855719	-2.266087781	-0.944451501	0.584302073	-2.165743725	-0.575244228	-1.125908946	0.105853453	-1.106312031	-1.244076987	-1.077327343	0.879736734
P55769	-0.296803934	0.307005447	0.135566515	0.673078128	-0.045766305	0.53629501	1.439703452	1.654168326	0.948303648	1.152720328	-0.971676876	0.806097751	0.637040268	0.364893402	0.458595617	-0.682060661	1.160438337	0.353537007	1.330785932	0.816871734	0.432958372	0.531076401	0.744652803	-0.484273731	1.159327075	-0.71252117	0.865994119	1.70635082	0.726056377	-0.554044626	0.916845264	0.409089926	0.52599488	0.680826539	0.750572736	0.213950295	1.657009742	-0.638423644	0.123684062	2.036642789	0.659775832	-0.206110395	0.703508707	0.92809332	-0.305903163	1.315257122	1.183767165	0.027011084	0.089240157	-1.106484586	0.378346865	0.071810414	-0.08890004	-0.595229653	1.558504791
P55786	3.648130397	2.401362685	2.757455585	2.442102636	2.202950091	3.244837395	2.748741173	1.999221146	2.039637181	2.79004437	3.412614463	3.511211109	3.107808093	2.872331769	3.547560189	3.89449506	3.181449021	3.423160569	3.012052753	2.793692954	3.703136678	3.156976055	3.165891947	3.565228841	3.785024495	3.596718403	2.66038595	3.591847737	2.305204434	3.55348067	3.185072324	2.274659737	3.457291425	3.128136791	2.946478604	3.688215943	2.405353625	3.555559705	3.704519155	2.477021089	3.028743142	2.552764319	3.520084329	2.590517618	2.868509678	2.250319699	3.117288005	1.755195965	3.705834535	3.217205431	3.54330893	3.588128005	3.51793423	3.699383015	3.356124775
P55789	-0.358490196	-5.190327475	-1.649779923	NA	NA	-2.174973457	-1.644545547	NA	-2.212970906	-2.698789165	-1.295236136	-1.141109903	NA	NA	-0.581031863	-2.380909934	-2.731065658	-1.83698665	-1.016729264	-2.927340485	-2.183990663	-1.779368235	-1.711806546	-0.62871098	-2.363884435	-0.424858285	-3.278281017	-3.137331635	0.495077335	-1.125677083	0.247620991	-2.768829512	-2.222843861	-2.774925828	-1.633433978	-1.452785265	NA	-0.750179627	-0.856751589	0.131665774	0.045692922	-3.177776374	-1.228177115	-2.024145693	-0.81820822	-2.171235154	-1.357312335	-4.137697604	-2.551253146	-1.362291667	-1.303186146	-0.447769626	0.147509972	0.008178174	-2.621728881
