	TW688	TW689	TW690	TW691	TW692	TW693	TW694	TW695	TW696	TW697	TW698	TW699	TW700	TW701	TW703	TW704	TW705	TW706	TW707	TW708	TW709	TW710	TW711	TW712	TW713	TW714	TW715	TW716	TW717	TW719	TW720	TW721	TW722	TW723	TW724	TW725	TW726	TW727	TW728	TW729	TW730	TW731	TW732	TW733	TW735	TW736	TW737	TW738	TW739	TW740	TW741	TW742	TW743	TW744	TW745
P53004	1.822092457	2.049538727	2.136030009	2.287595598	3.753873295	2.669695872	2.494777057	3.354041288	1.339664429	2.875902364	2.36471021	2.883560376	3.4586187	2.438975711	2.196319659	1.942511958	2.137621831	1.894621822	2.190599245	3.376189941	2.506200593	3.069612638	2.250514767	1.564641296	2.81452632	1.773284917	3.147889945	2.758257596	1.374706484	1.268717459	1.817385813	2.897110205	2.121615617	3.27480895	1.894315631	2.465337579	3.64844957	1.359936009	1.68443712	2.266416429	1.750396317	1.844410117	2.29302841	1.954768888	0.077014755	1.779729987	2.299521322	2.748941147	2.469800759	1.191845449	2.75774972	2.227058447	1.36675307	1.497182488	2.330445359
P53007	-1.228761184	-1.05053479	-0.484895777	-0.059488495	0.502079381	0.034367848	-0.951438504	-3.530980104	-0.304907324	1.100743995	-1.479961765	0.827341433	-1.048531	-1.040225544	0.269658239	0.482209455	0.51654329	-0.459999755	1.360934987	1.770684663	0.577844683	0.047563293	0.514367513	-1.60430345	-0.608409983	-1.518176332	-0.980831925	0.467028297	-1.835906349	-0.205779884	-0.89740699	-0.631236048	0.009064296	0.386020103	0.598856443	-1.934942373	0.027943245	-0.716640932	-0.195248196	1.169962396	-3.467268993	-1.317739731	-2.010058271	-0.546490497	-1.303803627	-0.091110847	1.105376848	-1.56523083	-1.029699382	-0.871739568	0.933747542	-1.276642704	-1.257574824	-2.881519313	-0.781693308
P53041	1.51808898	0.169668404	0.464127003	-1.216671534	-0.040493344	-0.475079137	1.000274693	-0.253424921	-0.475307992	-0.041386613	1.492276274	0.428741991	-0.195606248	0.394020232	-0.204067016	1.298194914	0.230616148	0.975273516	0.637264758	0.472299201	1.091371825	0.520527348	0.98393321	1.31017165	0.788664934	1.475069196	-0.523971284	0.671865407	0.103210448	0.974441232	0.771786216	0.700488946	0.80257451	0.690974379	0.246825583	0.327892323	0.183502926	1.187846846	-0.078889785	0.596285994	1.189086092	-0.178086253	1.324060817	-0.072612635	0.690297587	-0.023083197	-0.35373971	-1.262935765	0.72118274	1.26315347	0.256112646	0.361686253	1.249229379	1.821843885	0.976121539
P53365	0.014121486	-2.825713059	-1.20627588	NA	-1.921996825	-1.736187011	-1.896530101	-1.446734341	-2.811558274	-1.768764251	0.446100862	-1.531353024	-2.616761019	-2.30571636	-2.058551933	0.782941603	-1.755391928	-2.055684164	-2.04588434	-1.609299621	-0.110138335	-1.908534145	0.005477758	-0.242707234	-1.501071712	0.177707905	-1.763126044	-1.29677844	-3.028125188	0.00162432	-1.609553434	-2.375861773	-1.325769155	-1.178545104	-2.061659064	-2.30012593	-2.271490529	0.387895095	-2.759947626	-2.022561958	-1.785291782	-2.108648584	-1.088410257	-2.529890438	-0.003936549	-2.477263969	-1.892701401	-2.499079955	-1.340592666	0.353909608	-1.948308585	-2.420712801	0.107001725	0.181884575	-0.637291377
P53367	-1.193796363	-0.288827757	0.975245315	-0.486800202	0.375019397	1.22795831	1.226171467	0.246245186	0.219510967	0.895794583	-0.832522968	0.076098588	-0.299434209	0.02209905	-0.701389672	-0.475308534	0.355301155	0.14592534	0.446057818	0.540222194	0.45622869	0.878513692	-0.042460812	-0.247059788	0.054121207	-1.740379069	0.373244775	0.324782726	-0.413056739	-0.855943051	-0.726324026	-1.051393572	0.074542341	-0.287617637	-0.265707434	0.043493802	0.736417644	-0.504530598	-0.231915264	1.918718595	-1.325628367	0.709584095	-0.360273318	0.17625298	-1.495382498	0.329806488	0.993069032	-0.867028588	0.156814594	-1.066584358	0.707354674	-0.874996165	-1.000520094	-0.753538571	0.951305161
P53396	2.128542722	1.556057588	1.272159944	1.960589159	2.933975136	1.765172915	1.615440851	3.578978189	0.549067419	1.974546227	2.08290411	1.168037273	2.920617696	2.035382773	1.63119729	1.913086972	1.498041794	1.36452021	1.469402164	1.938210197	1.335062028	1.439088155	1.271957699	1.887808118	2.139752021	1.777768358	1.564066153	2.547022047	0.401416693	1.612735868	0.806854113	2.345374832	1.454115561	1.240578409	0.201473383	2.110853487	3.137052119	1.47738163	1.24217298	0.218340074	1.815607992	1.358060152	1.93548631	0.814284413	0.999564572	0.576140657	1.252228047	1.671595668	2.028884221	1.233480338	2.010843281	0.944651708	1.239899233	1.974797386	2.332516501
P53597	1.46840762	-1.118377633	0.816781412	-3.428059727	-0.658972862	0.007720926	-0.368907804	-0.486227382	-1.268256217	-0.42719624	2.228674434	-0.816039404	-1.340822	-0.708313361	-1.871133284	0.640671439	-1.032709765	-0.337310954	-0.359367009	-0.555492732	1.066130734	-0.776408788	0.033742002	1.621646928	0.978210944	0.568137962	0.318390442	0.169732492	-1.797383538	1.568526596	-0.642311884	-0.107121498	-0.302322786	0.709906739	0.074745532	-1.060034914	0.142699113	0.58946712	0.491019997	-1.607810794	-1.069652627	-1.809339172	0.296458931	-1.787831968	1.700965623	-0.815281767	-0.491421414	-0.36078775	0.780074414	0.861180807	-0.897925036	-0.399075721	0.865958739	2.030876187	0.278488538
P53602	0.318003679	-0.278312874	0.025960037	-0.99896621	1.003323435	0.419891518	-0.615585416	-0.166177374	-1.962901049	-0.636889474	0.628785179	-0.448674032	-0.526469197	-0.236525301	-1.881885904	0.744496086	-0.021343761	0.165735449	0.560140837	0.445960845	0.959763062	-0.123480795	-0.367445161	-0.374881835	0.823368159	0.496194827	0.236111657	0.367555341	-1.633966553	1.048082252	-0.379349635	0.646209982	0.549898723	0.093390374	-0.161857119	0.59322159	0.196622828	0.524660582	0.233942894	0.545691723	-0.358226119	-0.34040581	0.969536067	-1.542500991	-1.193759847	-0.621617467	-0.309209987	-0.703168378	0.487718383	-0.715350907	-0.056171696	-0.312494689	-0.373475816	0.578198192	0.427327245
P53611	0.549485532	-1.076191781	-0.41812797	-1.083278171	0.129117443	-0.245313454	0.021711091	0.795451618	-1.864899901	-0.146909577	0.212819222	0.185107077	-0.092482349	-0.674535722	-1.397997529	-0.186684231	0.004409604	0.15289852	0.399554809	0.533594026	0.458205393	0.183904906	-0.165496403	0.431004779	0.231817199	-0.201256696	-0.450899122	0.223382686	-0.907850635	0.322532441	-0.051740816	0.54648765	-0.087725971	0.307627089	-0.460572122	0.463339064	1.034257227	-0.156103114	-0.073656857	-2.169144127	-0.142342796	-0.384264706	-0.075107578	-0.000836336	-0.377221058	-1.799954185	-0.581947732	-0.398135883	0.267543939	0.134645922	-0.054687946	-0.74122522	-0.174021307	0.728649474	0.462498307
P53618	0.186860729	1.353307966	1.003052231	1.114237224	2.396391396	1.93895632	2.064525278	2.037827227	0.162509239	2.423248782	0.219382465	1.244891977	2.34297605	1.133083159	0.827251012	0.524887443	1.825215481	0.776083738	1.54095665	1.882176539	1.610664919	2.016517593	0.718357	1.068783791	1.807811841	-0.321847404	1.910144829	2.009319155	-0.678472169	0.602758383	-0.580853993	2.101083778	1.081889734	1.237148785	0.628320498	1.591737147	2.82583858	-0.095047237	1.641828949	1.238015384	-0.893222911	1.189450613	-0.057662462	1.234849515	-0.549721205	0.657036723	2.038384354	1.337351603	0.904430249	-0.15681698	1.761908674	0.466999184	-0.975513464	0.418133921	2.501677006
P53621	0.440883725	1.330517965	1.230405142	1.749241534	2.602506855	2.209031425	2.311592402	2.216583113	0.451173139	2.788114931	0.473003419	1.57657646	2.509511021	1.440377289	1.29620476	0.924509747	2.162809942	1.055769953	1.907705594	2.291169626	1.974617115	2.34354886	1.104099742	1.304746862	2.032682686	0.067621415	2.233151207	2.233137159	-0.327523402	0.835837335	-0.466167208	2.159776479	1.324620031	1.719535671	0.975004303	1.980693415	2.971604763	0.175214811	2.022237814	1.419397343	-1.520402429	1.530042423	-0.162502274	1.581341072	0.122176023	0.972305514	2.468232508	1.271149051	1.176155085	0.1835609	1.946028234	0.723861156	-0.805592731	0.753536785	2.819316673
P53667	-1.278406472	-4.431482494	-3.899792968	NA	-2.384738036	-3.275268645	-2.247321024	-3.968186364	-3.081033165	-2.40864092	-1.484466767	-3.132775396	-3.197494815	-2.952380257	NA	-2.215337988	-3.034916047	-2.425726555	-3.058823626	-3.471848781	-2.350840436	-3.758790447	-2.150184921	-1.607119174	-2.261570399	-1.476710509	-2.452903228	-3.375639891	NA	-2.907425311	-2.821629248	-2.71712826	-2.597601323	-2.288687806	-3.27947887	-2.651442513	-1.673553352	-3.778422534	-3.516424225	-2.428268467	-1.169999183	-3.079029546	-1.551086132	NA	NA	NA	-3.203092174	-1.952071806	-2.440647402	-2.421762612	-2.299011782	-2.551009269	NA	-1.963157738	-2.835218117
P53677	-1.019696041	-2.904360861	-3.430533448	NA	-1.886485422	NA	-1.931483504	-3.364787956	NA	-3.118419142	0.45210712	-2.11465969	-1.571470817	-1.769911218	NA	0.878598839	-2.392466695	-1.34438128	-2.632499449	-0.77772444	0.10435419	-1.938345925	-0.561295862	0.018019512	-2.017941934	-0.07506707	-3.009538323	-1.67652436	NA	0.008939549	-2.598215619	NA	-0.829905226	-0.862088337	-2.095627213	-2.392099124	-2.791897045	-0.290906729	-2.883568487	NA	-1.840275091	-4.236991471	-1.376522973	NA	-0.541836116	-3.504404812	-2.925561965	NA	-0.593696846	-0.002627347	-1.610252066	-2.684951282	-0.283955941	0.263750119	-1.751120964
P53680	3.055871907	1.023524833	1.889433131	0.599874581	1.903165383	1.013081069	1.592549457	1.400728152	1.17889013	1.417453133	3.541781586	2.13916037	2.316993589	2.236669282	1.163188713	4.100269118	1.247975868	2.468614669	1.777051587	2.567423025	3.078706585	1.470045348	3.085682558	3.194200967	2.144665595	3.398161255	1.690289299	2.243085536	0.441575378	3.4985728	2.467063917	2.161207963	2.386237445	3.025804861	2.539476022	1.432077276	2.601592256	3.667700802	1.556492355	0.087634408	1.844588654	1.578622267	2.655887301	0.196471576	2.777859583	0.737652158	1.597523126	2.67642585	2.625981302	3.747469604	1.743745114	2.278745704	3.045389419	3.402579085	2.24436018
P53701	NA	-3.878506952	-3.821269351	-1.048485715	-2.822720149	-1.960919252	-3.472600091	-2.379376909	-5.009171381	-2.539773649	-4.37236525	-4.518389734	-3.115428188	-3.783193634	-3.006524004	-3.210716289	-2.651917877	-3.134511286	-2.512227604	-2.945162618	-3.939786663	-2.513746688	-2.900701207	-4.004805218	NA	-3.634009428	-3.000413178	-2.686835405	-4.35676032	-2.905373083	-4.855755447	-3.493962441	-2.561786129	-2.024287643	-3.896628893	-4.745561118	-2.441235608	-3.288805093	-4.58831303	-1.965246468	NA	-4.098668743	NA	-2.432359166	-4.162382858	-2.379006875	-2.810790203	-0.943221461	NA	-3.04581173	-2.963697753	NA	-3.826482221	-4.04498177	-3.021952212
P53805	-0.652242624	NA	NA	NA	NA	-2.896581149	-2.80789296	-3.142090685	-4.092236011	-3.152244663	-0.626144207	-1.362426808	-2.456717477	-3.164802578	-3.23086195	-0.715058995	-2.650275609	-0.697081343	-1.868745038	-1.418956707	-0.73541243	-3.187170232	-0.520910463	-0.44038547	-0.674124152	0.186735209	-2.424606818	-1.160534205	-1.929235652	-0.702471979	-2.785234837	-2.495656952	-1.461740071	-1.091614727	-1.433166215	-0.987000076	NA	-0.321043627	-2.253196056	-3.129935238	-0.339483337	NA	-1.006474157	-2.883998743	-1.141953705	NA	-2.464143965	-2.584738556	-1.537052855	-0.375783681	-1.937292822	-0.832880552	-0.935763157	-0.127190946	-0.934560925
P53816	-1.355671283	NA	-2.718676335	NA	-3.019850744	NA	-3.720525388	-3.425731155	-2.932346406	NA	-0.794192444	-0.815204596	NA	-3.690673762	-2.160080221	-3.396423848	-2.556312983	-0.112604805	-2.431871005	-3.3970644	-1.550613227	-2.825748922	-2.808696305	-0.308601378	-0.128096095	-2.252733351	-1.9421952	NA	-3.134438516	-2.531519354	-1.311163248	NA	-2.534811081	-3.268204719	-2.278958832	-1.084629802	-3.692972043	-1.303190057	-0.776241932	NA	-1.223871135	NA	-0.091037531	-2.720334849	-2.072969555	NA	-2.545570668	-2.043831021	0.488758749	-1.365673606	-1.1950391	-1.981657004	-2.977195952	-2.590643485	-6.055662584
P53985	1.236090856	2.844454324	3.190305504	3.485636755	3.126775773	2.420750302	0.760040445	3.060327014	2.613944738	2.780898714	1.088631104	2.506252847	1.717802496	2.940675204	2.173390974	0.228523437	2.063527293	1.992677668	2.541481322	0.828317344	0.813654651	2.609008497	1.682429143	0.31945157	0.732936594	0.892256935	2.957789548	1.086954441	3.075353312	0.601734752	0.906855643	3.732181309	2.112319112	2.670902767	2.557703094	1.128967489	1.299120576	0.091141766	2.622964348	0.466776286	-0.403932421	3.229438146	2.115934519	2.756552129	0.375022053	2.743872458	2.858554669	1.952236222	1.456274432	-0.34045332	1.283033911	2.227049707	0.30527347	-0.159441066	0.460270238
P53990	0.877625462	1.707823837	1.128622294	2.077907909	2.181709816	1.586536067	1.000779224	2.822349688	0.21404665	1.655241772	0.867946239	0.8085469	2.233860624	1.957817868	-0.04126235	0.894803355	1.036852215	1.147112036	0.836730239	1.12364633	1.320682494	1.52425729	0.378043485	1.326046213	0.928935291	0.9933283	0.702304751	1.023629885	0.277538588	0.985024561	0.540806412	2.040907205	1.3348923	0.952616919	0.787045691	1.030174946	1.325253713	1.101919209	1.211621913	1.093810388	0.590262657	1.259992365	1.25811395	1.595431331	0.934265062	0.831943087	1.162916761	1.267442951	1.364338914	1.095730267	1.591714721	0.578249767	0.741530163	1.307472243	1.605033744
P53992	-0.907991837	-0.180275776	-0.889412588	-0.34595267	0.345988769	0.388253562	0.424884112	0.717305461	-2.808779903	0.345728843	-0.507489797	-0.86593704	0.566083803	-0.767876216	-0.797287571	-0.293193184	-0.420528115	-0.643603198	-0.410000786	0.308144292	0.287901103	-0.116477874	-0.492388987	-0.135496016	0.155800407	-1.781998228	-0.004433075	0.208853219	-2.840132851	-0.15978589	-2.594868674	0.915707669	-0.810179375	0.333426549	-0.402839697	-0.462895562	1.745667012	-1.173431718	-0.103977404	-0.970603448	-2.973281719	-0.766246878	-1.680866674	-0.786755902	-1.109436568	-1.065884365	-0.189791949	-0.288067378	-0.511618403	-0.726404306	-0.219378588	-2.076104798	-1.723844083	-0.29054869	0.718269153
P53999	4.103058173	4.772445424	4.246853538	4.25943538	2.352607852	3.441936883	5.08476123	3.309995704	5.046505989	4.055608644	3.388450065	4.972976384	2.564257799	3.734439517	4.085190978	3.261821366	4.724502001	4.669412538	4.977805218	3.305134624	3.26281544	3.487260515	3.787705513	3.738063455	5.726464274	3.678665327	3.830711135	4.077274564	5.626624193	3.154827913	4.602255174	4.042798752	2.819079731	4.263906417	5.595911632	5.213828629	5.013579278	4.052280313	4.072082933	6.439187839	4.754011329	5.07225024	6.37951014	4.710346443	3.496322444	4.692072701	3.843745433	2.235932687	4.099429984	4.451728686	4.33884145	4.867287589	3.316871028	3.368400154	3.624971208
P54105	1.30565261	1.804701851	0.55567701	-0.194072481	-0.881881703	-0.37917417	0.387580721	-0.501710623	2.256154683	0.358195295	-0.060971963	0.989527892	-0.914285309	1.009110827	1.440125398	-1.374356885	1.100094584	1.011397452	1.205218853	-0.328778163	-0.800940645	0.199746093	-0.044936664	-0.120792071	1.739657471	0.950493208	1.742182998	-0.082120334	0.935444814	-0.661815688	1.263785146	-0.337022664	1.089573654	-0.258888729	0.202287334	0.904841587	-0.563326701	-1.634782325	1.437527325	1.417587446	1.138616773	1.727412758	2.044931746	1.01256535	-0.491720615	4.775381313	0.898234766	-0.185061826	1.370464255	-0.541363507	0.939733798	1.549237653	-0.626739314	-0.323021577	0.538769348
P54136	-0.757944614	0.642024781	0.508026741	1.12630036	2.251185211	1.246206274	1.436761177	2.016824872	-0.378655873	1.972115773	0.003574368	0.702803304	1.836483256	0.848778924	-0.043820163	0.762454091	1.384869814	0.069189057	1.007276637	1.827288404	1.245534808	1.680365791	0.706499852	0.113647084	0.899443631	-0.916751763	1.489507333	1.759519089	-0.82290643	0.201814845	-1.187901865	1.89810097	0.869681245	1.505373361	0.31931695	0.673612759	2.298323929	-0.770872451	0.593387399	0.795187814	-2.383753858	0.688189238	-0.779069662	1.037488783	-1.05049329	0.306865661	1.350977807	0.620080376	0.704955923	-0.523079635	1.326193156	-0.412060731	-1.460635938	-0.142426377	1.481486686
P54252	-1.942330732	-2.825843446	-2.032488095	-3.072296182	-1.810450883	-2.653570587	-2.170084092	-2.883947687	-3.133486369	-2.087073984	-1.369375049	-2.19386303	NA	-2.10475471	-3.441498653	-1.562166952	NA	-2.14571706	-1.954279	-2.271400011	-2.361250716	-3.439803836	-2.251982024	-1.236263753	-1.789213411	-1.026155052	-3.434657015	-2.438060829	-2.887791249	-1.970524311	-1.76963297	-2.925542459	-2.310247613	-2.352312953	-2.575106224	-1.94504933	-3.237771431	-1.917672781	-2.772599871	-4.136088671	-1.819226059	-2.11161567	-1.173956523	-2.049949597	-1.796207283	-2.472864488	-3.047791244	NA	-1.136984312	-1.860878767	-2.160775467	-2.685012681	-1.834875197	-1.142852099	-2.580002286
P54259	3.367519517	1.518339717	0.1188246	0.087804036	NA	0.125668743	3.01969265	NA	2.8531571	-0.522254948	0.273701562	1.906014677	-1.328854259	1.170561505	3.891040578	0.231073548	1.79472883	2.697310116	1.870517206	0.033193458	0.362322795	0.738771339	2.284953317	2.523536973	2.139687102	2.457557666	0.532783801	0.483023193	4.733708452	2.561622249	4.501453225	NA	0.785555349	0.29605095	2.132594849	3.589421381	NA	3.166548762	2.296573081	6.068523385	4.077182069	2.747323951	2.560083546	0.971062186	3.671028499	2.73256681	0.331664212	1.156438398	NA	3.306293765	1.278402206	4.098439527	2.462763369	3.297751566	0.317092327
P54289	3.695524139	3.904430528	2.476415302	3.400882996	-2.743244302	2.428986541	0.77527591	-2.062637648	1.783580465	-2.044754622	3.839309467	1.368503478	0.661757122	1.143402787	0.985049338	4.163434953	0.506033249	1.771566971	1.395255399	-0.401989454	2.42566131	-1.826353736	3.536976552	3.375255075	1.236399899	4.187451873	-0.159937993	-0.690480877	2.894722472	4.444690572	2.768039238	-1.021059687	2.517895519	1.702796083	2.303833261	1.557153261	2.978045927	4.023863547	0.06864554	0.004759988	1.217065949	1.044948381	1.809009479	2.479544036	4.288318876	2.70848401	0.848072072	2.17541713	1.992028805	4.305124581	-0.958684595	1.761149714	4.516450941	4.066224583	0.832062236
P54577	1.480090346	0.871658435	1.482283664	0.750901408	2.194549951	2.563056068	2.064708548	2.072260531	0.418185013	0.916322983	1.695441	1.758496007	1.937206958	1.588289825	1.00925439	1.67035503	2.168587056	1.447188315	1.675255475	1.586157463	2.419560599	2.043477181	1.520039825	1.775056614	1.851487816	1.46259979	1.887922939	1.951949601	-0.054937539	1.466707356	0.446662065	1.82231747	1.610365351	1.492713761	1.235356102	1.92994135	3.49200241	1.00241877	1.231748345	0.971548917	1.051890737	1.254118675	1.902300558	1.216236566	0.636046593	1.724681439	1.399775257	0.953152832	1.841352027	0.848189763	1.769005462	1.524583393	0.5688632	1.748260949	2.260814061
P54578	3.113637942	3.080750112	2.908853264	2.346482294	3.955275212	2.064301918	3.370116432	3.573777436	1.211019368	2.762790413	3.421344013	2.926583364	3.344953861	3.425582368	2.080563988	3.644047019	2.604655875	2.943814671	2.677588065	3.277799631	3.372370971	2.805029924	3.000509286	3.591773668	3.353135373	3.227886508	2.934282199	3.249235953	1.746569782	3.653869302	2.372935374	3.224255938	3.101831356	2.873416068	1.98798459	2.959634555	3.498136435	3.087572586	2.645497474	1.701423156	2.385291413	2.862724677	3.133405963	2.523364081	3.003529731	2.780560579	2.786823488	2.680472705	3.792084342	3.198127797	3.328760605	2.595808461	2.980032169	3.693565901	3.507375152
P54619	-0.031034418	-0.310561544	0.056028066	0.567484159	1.955348302	0.685012226	0.468366808	0.319529363	-1.280086104	0.75897305	0.220642116	-0.178480136	1.08259407	-0.098582432	0.076718832	0.663174427	0.644599365	-0.272301977	0.561733299	0.908908158	0.746561914	0.671234141	0.476379228	0.248440769	0.103310506	0.104155162	1.058162207	1.000614125	-1.127696626	0.091552831	-0.865648733	1.318730949	0.121384116	0.895183071	-0.189238605	-0.344643022	1.449883908	-0.364240373	0.618666295	-0.090712141	-0.706133405	-0.017841506	0.193879725	-0.542992252	-1.778391034	0.167840941	0.537360286	-0.208196013	0.447322239	-0.282417056	0.834867784	-0.225301994	-0.982020686	-0.23764544	0.800839319
P54646	-1.200431122	-3.094652769	-2.066308595	NA	-1.22173751	-2.427447005	-4.107812983	-3.134770571	NA	-3.768533472	-0.970459245	-1.808351306	-1.853898037	-3.233941298	-2.291570399	0.119310208	-2.987397374	-2.043393028	-1.450109648	-1.907905376	-0.879290201	-3.31595127	-1.068523886	-0.577125674	-1.738106046	-0.882403859	-2.692161369	-1.984082745	NA	-0.292435644	-2.208983731	-3.901678803	-1.795774894	-1.931414936	-1.601638934	-3.124132787	-2.934994532	-1.003831196	-1.691158935	NA	-1.942590859	-2.404238483	-1.077094547	-4.072723602	-0.832585393	-2.524855312	NA	NA	-0.669839426	-0.907497915	-1.522419847	-2.186485652	-1.274668486	-0.476652957	-2.744840787
P54652	3.640542814	2.480268518	3.634928814	0.409987553	1.274802301	2.807427086	2.316046084	-1.685644548	2.417825715	-2.05272143	3.972748985	3.691922502	1.403736699	3.633040422	1.956450194	2.129727673	0.049920106	4.581353281	2.132189969	1.761511598	3.587740876	2.630798897	2.141587745	4.911100578	4.62892362	4.003583706	1.616974223	0.307937475	3.664638673	3.110350605	3.843839159	2.102298425	3.394202926	3.306445647	2.017557585	3.837548021	0.676803128	4.147450302	4.841000238	1.898279078	3.484669415	1.890720366	4.532050945	-0.105773781	3.24418827	1.126147664	2.509733311	3.070822448	5.019674869	3.460951359	3.385797991	3.67610046	4.168026101	4.341549371	0.929768438
P54687	1.208208936	1.432065931	0.960201668	2.245506489	1.681628032	2.478369788	1.921778655	3.801697131	2.653086821	3.237801677	0.571318861	1.417879694	1.803466117	2.349493357	2.9038701	0.006203938	1.723516293	0.709684141	0.788109943	0.867567486	1.97503003	1.916798102	2.033412768	1.29534193	-0.399897556	0.999038533	3.433245435	2.053904032	-0.361469419	0.647312371	1.836417922	3.749344916	1.372274091	2.690759882	2.197272562	2.903099331	4.442385765	0.325726744	1.96234189	3.304433828	1.69507185	1.065959232	0.008660506	2.307740002	0.534698103	2.519506389	-0.266261829	2.380384664	0.629542236	0.631645469	2.777420013	0.539623516	-0.12337898	0.818208051	2.636831747
P54709	1.912337696	4.221759776	3.426206992	3.996225608	4.154537847	3.401360307	1.78638672	3.552960137	3.81036126	3.131530697	1.584381914	2.5988717	3.013036972	3.213433683	3.007973831	2.609092781	3.447312748	2.754644651	3.368702839	1.992081877	2.138698377	3.721288529	3.076100249	1.583028913	1.729387912	2.245996379	4.080068314	2.517758024	3.025506459	2.97372456	1.767812327	3.979512762	2.270075847	3.070937141	3.035358507	2.24912146	2.615414108	2.319566325	2.692496693	1.997041604	0.217643822	2.967526167	2.344966545	3.398132734	2.407274183	2.992707715	3.071200809	3.868486498	2.077942671	2.897341435	2.215572556	1.744544384	2.32736432	1.527386373	2.099164178
P54725	3.214315016	3.931689413	2.576316041	1.863781248	1.829910437	1.563383	2.776660127	-0.392389063	3.980209621	1.199797611	1.987734151	2.383801638	-0.161529406	2.835870276	3.029061574	1.700150308	2.728690423	2.974409299	2.518780832	1.543506667	1.067209384	1.572386072	1.970781044	3.463167275	3.167695293	3.679247754	1.448878534	0.819165268	3.444547907	2.741624198	3.812251389	1.599468158	2.248556636	0.9547622	2.045781712	3.075764188	0.552225516	3.520215468	3.076692333	3.903905266	4.058867001	4.114272186	3.172722383	2.574478027	4.130018949	2.609561543	1.927554349	3.130300015	3.170130749	3.566629584	2.307363623	3.01981155	3.529550752	3.927340137	1.765748181
P54727	3.647350487	2.493245808	1.483169184	2.129034952	-0.219757528	1.621429335	2.216600766	-0.190312449	4.551822606	2.176351921	1.840420279	2.90139169	0.493621784	2.010412258	4.223198027	2.055143669	2.866951429	3.208992693	2.783277624	1.024757535	1.023236394	1.938852143	2.086346169	3.471308938	3.246848478	3.758858384	1.635038853	1.628420745	3.98508207	3.240638344	4.328007805	0.559552275	1.150833014	0.768046496	2.663727073	3.652495395	-0.713214819	3.444300248	2.989288245	4.601207589	4.552733722	2.750044056	3.414534455	2.877871733	3.398686488	3.61170459	2.262985484	2.833344225	2.026474908	3.744745579	1.870222302	3.766581823	3.082650698	3.626704015	1.744501132
P54750	2.415604991	-1.534575228	-0.131372345	NA	NA	NA	-1.291949208	NA	-0.766043615	NA	2.570527334	0.604217766	-0.875753992	-0.749961939	-2.83720629	2.537296883	-4.009419226	1.357011404	-3.681004861	-1.425827713	0.618018764	-3.80580639	1.17852482	2.272250573	0.355581692	2.478947102	NA	-1.00015538	-0.313799626	2.336490021	1.610250476	NA	0.282221224	-1.06909774	-0.857409814	-0.300550962	NA	2.449889759	-1.561336298	NA	1.382213713	-1.38557409	2.295716901	NA	1.870542399	-3.543593526	-4.050472232	-2.144670982	2.200520325	2.413233617	-1.844336644	0.534227305	2.202658861	2.255704586	0.031026936
P54764	0.621976654	-1.607248594	-1.084689297	NA	-4.542979001	NA	-0.273721221	-3.813524183	-5.920445401	NA	1.186118912	-0.973428383	-2.066066208	-2.025231485	-4.113930894	1.734876492	-2.517729462	-0.625611732	-1.439004044	0.080614736	-0.035671137	-3.206868881	0.709793996	0.812152556	-1.862936309	0.974243689	-2.224376412	-3.06468796	-0.927364037	1.473510277	-1.220025423	-2.373934833	-0.326199821	0.009081774	0.485506147	-3.82848057	-4.347804659	1.411498218	NA	-2.877010468	-3.246552264	-2.709486088	-1.700178742	-7.062953937	1.619348584	-2.124178715	-0.635600636	-2.096587274	-1.015459021	1.831311946	NA	-0.357235298	1.576210216	1.087903589	-2.833165167
P54802	-4.421620454	0.356873704	-0.21285786	1.473709835	-1.017604648	-0.942846333	-0.819822411	-2.485125152	-0.134083569	-0.370149761	-4.084137433	0.407917349	0.226932681	-0.041670765	0.656348883	-2.733202525	-0.030612707	-0.91111201	0.400210797	-0.374507161	-2.378668579	0.312094571	-0.792650473	-3.094009159	-0.953091166	NA	0.020332366	-0.151916363	-0.882195678	-4.006517921	-0.480836374	0.178041366	-1.704733778	-1.379279235	-2.364679625	-0.886380691	1.112927351	-4.558890291	-0.76022417	0.114281524	-1.189536352	0.366621601	-2.205263296	-0.982098574	NA	-1.716721618	-0.640153127	0.50541202	-0.837136059	-5.50893602	-0.162868208	-0.324807258	-3.494517364	NA	0.671622545
P54803	-1.47082541	0.062414424	0.253273537	-0.673244635	-1.302268338	-1.529884804	0.710895112	-1.960472608	0.547723405	0.292725006	-0.238156854	1.249590969	-2.108052208	-0.747931417	-0.166797208	-1.828568516	-0.840420719	0.684589516	0.661535887	1.374851253	-0.217282537	-0.886199028	0.012005528	0.266064218	1.337881071	-0.642427282	-0.307736232	-1.726236717	1.000631397	-1.553981833	0.295990399	0.186309533	0.690874787	0.604281353	-0.492995109	-0.07147255	-0.542313961	-0.217835561	0.819735292	0.499540911	0.268342256	2.014854526	-0.070442201	-0.149631684	-1.726827413	0.397292708	0.786416806	0.248815937	0.274299417	-1.210928296	0.968345993	1.234888707	-0.830148809	-2.057956714	-0.841001241
